Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1669108,errors on picking ticket,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1669192,2 locked stock takes,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1669338,Ascribe interface not sending messages,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1669370,ePMA BC machine S20224 not replicating,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1669408,System allowed us to issue without stock,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1669420,ePMA: OP Module - How does the duplicate check function work on the OP,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1669530,Omitted Doses Report,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1669544,PCID list update - W11 upgrade,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1669551,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1669586,build up of messages in EIE message processor,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1669587,LIVE 10.23 - Stores Kicking Users to Out,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1669595,Labelling of dispensed oral medicines for children,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1669632,LIVE 10.23 - Error Number 2146232832 - Authentication Scheme Negotiate,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1669669,Invoices which may be stuck in exception,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1669717,Stack Trace error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1669811,User Permissions,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1669873,Error 75,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1669917,INVOICES STUCK EXCEPTION,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1670038,Stocktake,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1670340,Unable to merge patient episodes,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1670413,PCID list update - W11 upgrades,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1670486,PSO Order Template,Configuration & Administration,System Administration,High,Matched token 'setting' in text.,No
CS1670551,Error on eMM Problem list,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1670718,Slow down of system,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1670788,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1670912,Windows 11 question,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1671098,Test client URL,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1671108,Slow down in page refresh and general performance,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1671315,Robot Access,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1671470,Add for Robot Dispensing,Integration & Interfaces,Third-Party Systems,Medium,Matched token 'robot' among multiple possible matches.,No
CS1671538,LIVE 10.23 - Error Messages Issuing from Picking Ticket,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1671583,EPMA Patient Record Error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1671633,ePMA - Mental Health Act Functionality,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1671641,Stock take locked,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1671817,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1671863,LIVE 10.23 - Kicked Out of Running Automatic Orders Routine,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1672014,GP surgery DTS transmission error.,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1672218,Order Error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1672341,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1672358,Live 10.23 - Issues with Reconciling Invoices,Defects & Errors,Error Messages,High,Matched token 'exception' in text.,No
CS1672427,Copy and paste meds list,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1672516,Disappearing text  PSO  Site 60,Notifications & Communications,Email,High,Matched token 'email' in text.,No
CS1672522,Live 10.23 -Roq and Rol only highlighting Stocked N Drugs,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1672547,EPMA Record Locked,Integration & Interfaces,Third-Party Systems,High,Matched token 'bd' in text.,No
CS1672611,Options for  eMM worklist,Workflow & Process,Workflow Issue,Medium,Matched token 'workflow' among multiple possible matches.,No
CS1672632,prompt for a username and password,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1672653,error generation and system timeout during label printing,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1672732,Request for information on Ascribe,Service Requests,New Request,Medium,Matched token 'request' among multiple possible matches.,No
CS1672773,Due Doses not showing on the Medicines Due for Ward desktop,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1672814,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1672866,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1672963,I have some business continuity laptops that aren't logging in to standalone ascribe.,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1673036,Deleted Episode,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1673085,AWS service Outage - Customer phone call,Performance & Availability,Availability,Medium,Matched token 'outage' among multiple possible matches.,No
CS1673180,Merging patient,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1673465,Unable to Reconcile the attached invoices due to booking in more than was receiv,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1673496,As per CS1671641,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1673512,Imprivita Remote software at KGH - Call raised on CS1567012,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1673554,Ward stock replace.,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1673614,Zuclopenthixol for patient is locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1673704,LIVE 10.23 - Job Failure on SQL EHSC_HAP_LIVE - InterfaceTidy - ITKADTPMI,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1673829,Certificate Renewal : Test Environment -Berkshire EMIS conexes Test,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1673936,HL7 Feed disconnected.,Integration & Interfaces,Integration Failure,High,Matched token 'hl7' in text.,No
CS1673963,TPN Labels,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1674026,Live 10.23 - HTTP Request Forbidden with Client Authentication Scheme Negotiate,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1674070,Inbound Message Queue has exceeded 100 messages,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1674281,Item on stock take but unable to find stock take containing product.,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1674373,sharing agreements,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1674407,New system,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1674413,message queue over 1000,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
