Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1702432,CDS Translation Service Migration: Usman  Maqboo,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702433,CDS Translation Service Migration: Paul Crook,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702434,CDS Translation Service Migration: Ryan Eustice,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702435,CDS Translation Service Migration: Calum MacIver,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702436,CDS Translation Service Migration: Robert Cox,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702438,CDS Translation Service Migration: Sian Dibben,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702439,CDS Translation Service Migration: Alex Buckley,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702440,CDS Translation Service Migration: Karen Marsden,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702441,CDS Translation Service Migration: Frankie Punzi,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702442,CDS Translation Service Migration: Rasaq Alaka-Awesu,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702443,CDS Translation Service Migration: Manny Chandra,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702444,CDS Translation Service Migration: Rebecca Turner,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702445,CDS Translation Service Migration: Becky Mansell,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702446,CDS Translation Service Migration: Chris Brown,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702447,CDS Translation Service Migration: Data Engineering,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702448,CDS Translation Service Migration: Information Team,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702449,CDS Translation Service Migration: Pratheepan Jeyapragasam ..,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702450,CDS Translation Service Migration: Ganesh Kondabathini,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702451,CDS Translation Service Migration: Data Quality,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702452,CDS Translation Service Migration: Jayesh Parekh,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702453,CDS Translation Service Migration: Shirley Priestnall,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702454,CDS Translation Service Migration: Modem Subramanyam,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702455,CDS Translation Service Migration: Su Clarke,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702456,CDS Translation Service Migration: Mark Colfar,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702457,CDS Translation Service Migration: Yong Chen,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702458,CDS Translation Service Migration: Business Intelligence,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702459,CDS Translation Service Migration: Spencer Brittain,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702460,CDS Translation Service Migration: Sam Doley,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702461,CDS Translation Service Migration: Sath Data Warehouse,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702462,CDS Translation Service Migration: Sarah Callister,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702463,CDS Translation Service Migration: S Williams,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702464,CDS Translation Service Migration: Ben Ogunfowora,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702465,CDS Translation Service Migration: DBTH Information Development ECDS,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702466,CDS Translation Service Migration: Sarah Hope,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702467,CDS Translation Service Migration: Karl Edwardson,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702468,CDS Translation Service Migration: Megan Jones,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702469,CDS Translation Service Migration: Hollie Funcks,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702470,CDS Translation Service Migration: Kate Aldred,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702471,CDS Translation Service Migration: Carly Quirk,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702472,CDS Translation Service Migration: Jackie Corbett,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702473,CDS Translation Service Migration: Sean Halpin,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1702474,CDS Translation Service Migration: Sophie Stubbs,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
